att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,__target__
0.15595468344599667,0.24703680509674447,0.1488474155221984,0.35268758569274267,0.7728973302727136,0.06902837118241571,0.558379226667821,0.16272641231562973,0.5163059847536173,0.05960110011611389,0.1728319841028995,0.5179367878637129,0.16256408894942193,0.5812137376196894,0.5657471787127923,0.14427469670779727,0.23058462180149122,0.3187079168183091,0.2552428477799968,0.048821434213998205,0.3198655681769894,0.5074178950314255,0.2133970221297922,0.30830371096546816,0.46845295628896355,0.24067464723085166,0.08780784671836354,0.39143954737001874,0.3858356182890197,0.04727944700577939,0.34310126146256903,0.3483035313615777,0.2238954428947686,0.10459276756059128,0.27296076313017636,0.31720124260365073,0.075406297245178,0.4169559866329943,0.24294458005788863,0.12721051571184872,0.40458913332957613,0.25265530465004643,0.3412956140185311,0.20439272877879316,0.38468949918834977,0.266929382583751,0.34575112022596977,0.2419085395729971,0.36150441604133626,0.16719189796766715,0.33203982719722147,0.17163268543756555,0.32477966744560244,0.2959602810923521,0.4501875584019174,0.13836300798758652,0.3910974201571037,0.0483809935387122,0.3663737153148522,0.3955684938535423,0.2791944975466656,0.5216402078305388,0.32777438108849466,0.3527004536761947,0.20854179463075975,0.21055808223553668,0.30165186534336713,0.2643068281485732,0.15075911118519666,0.5677194434726038,0.14146991217028054,0.7472500296658311,0.05920638152054252,0.6283515749152924,0.0958863551263874,0.5889165122884228,0
0.11312543660280944,0.21904055841026937,0.15140749840958254,0.29405189031827655,0.7517517786795911,0.08018209334952338,0.5671823871676729,0.1758599480714447,0.45698827133285375,0.09838544201280218,0.033047676361313415,0.6186545521052684,0.02440326858876319,0.7099620147877667,0.5388660957056601,0.13878256894289276,0.17062454611079406,0.013853182971568134,0.5312197913235279,0.12134934792069375,0.054894665178797326,0.4729504562696577,0.12641736823490368,0.29127287038283933,0.46204257918470737,0.23376816609585757,0.14696938184738523,0.08483143492859523,0.46387083435402543,0.07548390015943411,0.048024396982631966,0.41621568798092984,0.2620576003284072,0.16766011084929996,0.30812931101397173,0.36905870287999315,0.06777919782913498,0.09098338319931387,0.4119393776828985,0.07257109436209143,0.09915755440651021,0.36702195274499083,0.3821119248624526,0.043294779294212174,0.39207327395562824,0.30637032355376426,0.02041014233588322,0.16096396179746777,0.02221369431742888,0.12031083710935966,0.35140687449227237,0.4259650658651069,0.3246524171624857,0.4535336896415169,0.10836888164076551,0.5059351461768055,0.05097798640513998,0.2762826076951909,0.199469213497046,0.3037714181531129,0.2214504927703118,0.4532639203560884,0.05575446698255721,0.545837991744435,0.028773507266168383,0.34723856851720847,0.10226610618340408,0.15822697510973066,0.09005985711316848,0.511062769149044,0.09208126121418364,0.7283194976458592,0.030360181672465975,0.7118918127830205,0.162659580797231,0.6048741812193114,0
0.07482315787227534,0.28683470852373605,0.15633622750329113,0.15934762849866124,0.7683862853085007,0.11209047538355932,0.62071517406279,0.07430388952848625,0.4534149889476186,0.07248130244761965,0.03263848703483619,0.5565428194759291,0.12550494734412446,0.5691666741149343,0.5618361106914743,0.17309447692086394,0.2129508161606141,0.09906328661263754,0.230257170241568,0.08097442655997834,0.04546161701616303,0.369127463715926,0.21495229400632165,0.3532508943922491,0.45093275363360336,0.24292165283250997,0.17032702711907097,0.015010365194733772,0.2386220844393436,0.0663316623405562,0.04570159055232234,0.3087060550595332,0.26578360941069756,0.28098013004831157,0.2479736229252737,0.34683167870516785,0.12959195553947342,0.0690339660183573,0.2268290508180896,0.07993347892116179,0.15500659206121978,0.22889006531826708,0.39776027120628943,0.15301684118727987,0.36549619090530205,0.3007096894266111,0.052946475973613474,0.2435581652333671,0.06661639028817132,0.18746066969576017,0.2142660914707859,0.42517847885970395,0.28720195301556556,0.4553586092509756,0.11818038403724761,0.23520201852024494,0.1008193618096455,0.13461315684435907,0.12007996515721293,0.7649844239007356,0.16123171509963105,0.5945211008464163,0.13498822430275875,0.5105892920362957,0.08174284417275711,0.21384656017896972,0.037321769287570146,0.5183657364281704,0.08104670228279426,0.7306438731273817,0.09585353408483101,0.8210572622287531,0.0811798272033959,0.7114848872681442,0.137636102277009,0.44457474785252177,0
0.1468836048476277,0.274149755593445,0.11310320118053527,0.37874824860608103,0.6850802924236092,0.08967297531516456,0.5596954024818361,0.039040873064514,0.46380445579605445,0.2003273358998498,0.08002396707529455,0.4407382503722651,0.10628327359750502,0.5271690179458375,0.38677129008673417,0.1920304581086387,0.3467034500635703,0.09002709910257208,0.12417799166311907,0.30603748211962656,0.04873879895767417,0.31925256269418983,0.22321920976213544,0.4129543640269493,0.20898233951959178,0.2778625465641525,0.3429375653899797,0.11155528784735558,0.10930380352109355,0.32592680286153963,0.05240228606663866,0.14573727817818338,0.30627948546022027,0.4916252322176845,0.05295085648672363,0.33570961804433647,0.35501515967412833,0.12303669263864146,0.16022956834188393,0.26133778989427564,0.14428168630611268,0.04988285274871403,0.3665939497336763,0.34582375948742783,0.32401285456422707,0.07382856448631543,0.3397533464298537,0.17827041265027466,0.15823746330977828,0.28451307356478256,0.26574013089332615,0.03525929746482324,0.33361055476364165,0.06060688276536806,0.2803312140576479,0.3405672366294643,0.06968269893712327,0.3622116778510418,0.30102299641963637,0.07540092304539209,0.2881186010195559,0.19009381351295584,0.2113617980202181,0.4466122739576021,0.023023507876826034,0.440323799718459,0.2009796038807728,0.19711018304863948,0.17867035732356745,0.2993697117809004,0.15949234050442193,0.6345840459537605,0.031959810712961216,0.651200756806961,0.121489202825944,0.6867028159259679,0
0.14594517505778576,0.24840993370542788,0.16008462744201318,0.32978265721184546,0.7633023403025241,0.04359474066739336,0.5457603633115059,0.16673175279426677,0.4317944708661957,0.08033023394151241,0.21412220848424568,0.6203640698938484,0.10709941538392409,0.6076705715327466,0.5587081964733087,0.12846294092735283,0.10081709027484578,0.392564371464404,0.4665276501281998,0.11775545327005192,0.32089274841845244,0.4559738416932549,0.1735568085430806,0.12751522025992884,0.44451784912236575,0.183266460576292,0.19904506275458037,0.452056085406792,0.3748410613710132,0.17761304846447226,0.2616795271414781,0.291571203328073,0.2802907815720834,0.24865978595280866,0.26515333436973115,0.2194162146407461,0.2362290500008204,0.2817228407757412,0.16347482688133114,0.16692312023205455,0.27577111697209533,0.255843912936295,0.265314432909128,0.27796788424751284,0.19694476813788137,0.30680677930472894,0.324808714373833,0.23159587779403315,0.24502266307059925,0.21168060918282722,0.19384982344550197,0.3515278725051166,0.18425824862148216,0.4144754848733453,0.21622317385713816,0.4460142647887502,0.2581878233173857,0.24099108260647173,0.19094704580967745,0.35672085574945794,0.07680347790554085,0.5066548571994397,0.1930989652393418,0.5239283381720838,0.11452801988526776,0.3448173345751702,0.040244005067273866,0.24885627421379466,0.0625919853525255,0.4992785130328217,0.026284717187711082,0.8407548186927922,0.06007381050319244,0.6945371180835687,0.13367902668648227,0.6936730916293853,0
0.16178106902243466,0.44903698322000923,0.18699497112663455,0.06467556842141155,0.646374525619669,0.07134713523779683,0.6618180776507195,0.1599293799174635,0.4668989722317483,0.3006084685981635,0.1462283021412116,0.43173104432977677,0.11943396286172267,0.5476895164329078,0.43386035464939504,0.11388337830459962,0.375934420532651,0.19867700076212264,0.12139960999415225,0.39432502001396363,0.3151961027043599,0.3812806817700387,0.19906455817624658,0.30806122040208156,0.3794667361348161,0.20987039387868087,0.27459297633407437,0.26987992988764525,0.22840814256930875,0.3568930737656717,0.3080229806330532,0.2694908604191999,0.23454610759693764,0.20388786393052985,0.24245069466172472,0.34246623294202605,0.15984260851753937,0.275762669364975,0.2274398743647023,0.31720091333094275,0.2991294702756561,0.1292706864861971,0.29032166460427067,0.08539263824936849,0.5190309078350064,0.2314254764224346,0.30907965013789923,0.1791708739303963,0.2902521479691662,0.36473183836470313,0.424652396576073,0.1185957513260389,0.3655272650772226,0.26632331727969405,0.24168547337042115,0.371273886669617,0.35060194423815594,0.4337866276961746,0.2805098084667612,0.16635580946529238,0.2173097152258032,0.3809113935598569,0.22585977338436217,0.37249527980461106,0.19300837859872297,0.5501612185755171,0.1561289073398563,0.09411244812168523,0.08699170474230518,0.36349429156997337,0.053654955087133034,0.6011652596258903,0.04015676786141745,0.7305443568583998,0.11503989924902115,0.6039273783697099,0
0.2143555502667212,0.12343652330568707,0.15940567140944095,0.5240487858239913,0.7446644018121571,0.11804376244563397,0.4865162274878667,0.19905767989975243,0.5647250943842546,0.13959441354237495,0.27036211732828297,0.4304466351724668,0.2564462840817471,0.4494130413222955,0.5447551403382295,0.16839001710815232,0.23620964579054493,0.39960826135860716,0.10701011002930456,0.2790051352333637,0.3357830946769083,0.39707492751539053,0.20083966985062165,0.19484372278604994,0.45794998293239425,0.181102669074585,0.29251350171904866,0.38677491438198053,0.17089096136002,0.4328756607513285,0.32313190180219303,0.2525720492234869,0.12766355959013798,0.24578922612475385,0.2868917531521684,0.1862563948346393,0.40330703782738886,0.35875519810602663,0.03770358554234127,0.5123486831219211,0.30402782588218163,0.13070385945942847,0.15275385598596894,0.35293183613311946,0.20251065240007002,0.29594776370679565,0.24414674532762418,0.468153280348954,0.25392032855288643,0.4753476598288018,0.3007637443584407,0.2987465577724404,0.259693386107044,0.4253876138568295,0.27310468466424553,0.2546162143851741,0.28837124049878415,0.33985074429038914,0.4130081464982458,0.4266252888185538,0.27934774990010813,0.5091561068818357,0.18933205940940342,0.42203299487194235,0.1839513627154236,0.31295929073012013,0.28920328024481246,0.17576347752186605,0.18810091419683878,0.48689036604983316,0.10949635485371513,0.7219209632956257,0.04990358833397931,0.6017543430425574,0.14210568996022543,0.6920039254504983,0
0.17921442747147664,0.18541019598399858,0.15507095684706482,0.25026778770332964,0.8130725892714054,0.14387400969343445,0.567364168492317,0.18357318141744006,0.44336753907883697,0.044551915110516926,0.19050917711740964,0.6437066093196743,0.29171618850052483,0.5778581753219744,0.5107504040730478,0.22695057828042636,0.045203434243027245,0.3115658766883045,0.36431965897809004,0.11013707330308171,0.2571817454868032,0.4153199257938997,0.31122170202728955,0.1943219925854411,0.2964577711503566,0.23516686981295432,0.048777293510225195,0.17446411361837788,0.33243429075292885,0.121874907510697,0.270956685670446,0.25233708213381234,0.31039825498774126,0.09506250252323459,0.16275153711925022,0.20632624536312255,0.2056092089671912,0.3193694936659113,0.23475022563439304,0.09987928692624466,0.31889431638950216,0.10739852911078901,0.24310136423889814,0.2659634350536,0.16645753290990842,0.20735095020853006,0.4054888770910117,0.296892163297044,0.3442662180304097,0.1645420271212099,0.2272247951042602,0.07377492818541953,0.25004103872046635,0.1707027445830957,0.5153321506963557,0.28044380972774424,0.3833264672607316,0.12484403675917656,0.48352658158749073,0.45132321348340193,0.3190678295926792,0.44944764540736376,0.29415651685801525,0.2061457852105835,0.25270627028910037,0.04467014522647982,0.2836491924855205,0.5832297874810812,0.210130044884974,0.7043459528198449,0.05094676654606382,0.8742926015438849,0.052756711220504605,0.6640176060141553,0.24847009190935004,0.5139820248674281,0
0.13862476770485396,0.1205483105832178,0.10452038085986655,0.5088324678387782,0.7266347612875161,0.06133664041452524,0.5107891762739081,0.15016548032322727,0.5043225539873657,0.16146951309604496,0.20133639806622833,0.5075255631395297,0.11272115628220337,0.4700329682285163,0.5581553913978919,0.006488449843766714,0.24200477051894537,0.25154710894295745,0.16365127134716018,0.17183086230934613,0.40836113350971054,0.48090678708947526,0.07294605691944778,0.2988747962387167,0.457984190007366,0.07472047853697918,0.12995072931855028,0.4445235588915861,0.3292564639263613,0.08947149810899568,0.49612737763494585,0.3587779724916951,0.03202148380826683,0.06613774329588586,0.20972999995416963,0.1971165179433591,0.12548774629318313,0.5633406474081587,0.18825394147148142,0.08500529383007338,0.5326827011442388,0.14581309004597548,0.23768051801398818,0.09666818187696716,0.1551024830216613,0.04743240393735727,0.42365159690014914,0.17702192085469884,0.4582017571133657,0.08068442071171979,0.01868201787607938,0.047082752932978804,0.051840958683869884,0.25634989847311307,0.3446989738611363,0.3517552506694525,0.3900596559355823,0.22707238842499883,0.0782726367017897,0.09307887102435351,0.015477679333630473,0.3622777745525207,0.16649237821687146,0.4383133932425102,0.1778729234586672,0.3623080913868048,0.03558257956452331,0.16394865127823782,0.0,0.3945605864310248,0.02036829781844149,0.703025905878526,0.02942321451064576,0.6118412190719831,0.15694344715138742,0.7633835151534575,0
0.018700384503427793,0.10693603570997581,0.11911995148088093,0.4608756609111645,0.6030963591284039,0.04415032448237657,0.536932589127753,0.11162996666196666,0.6161233945222815,0.3088905443786917,0.00878600854177961,0.26713378175567426,0.06771341094870914,0.49014432266028607,0.2022853313462735,0.04690633931250419,0.37011176479734537,0.002432451967886866,0.1737201182927288,0.42267158854586906,0.0,0.026448841887183574,0.09807527605575829,0.30926678554495846,0.09351765149745782,0.05641424403058514,0.3269623646759073,0.015035268524113044,0.27820345753893677,0.3561531206026421,0.0,0.27672736753999455,0.060165496974650234,0.19600281192466248,0.2628220577549021,0.02244245594377871,0.2487147505878549,0.061049994531479246,0.40318230797447047,0.155723343081924,0.057448456116958285,0.4078173952487674,0.07229978495795454,0.09919885450739939,0.05875217401195906,0.38436770281476923,0.1738846731693331,0.1830676895313114,0.07814272956409256,0.28720968372375827,0.08777531165198683,0.49188118530530517,0.06263210535532918,0.2808616777648385,0.07335613992400511,0.31567418461990226,0.041505018931606706,0.4057755259295469,0.1232595871712245,0.33388998377856527,0.07265727758544888,0.03321601146616583,0.11330876435019813,0.412537972269493,0.036170685201097084,0.5245929424931598,0.11706113528225945,0.24103886950139247,0.06177753569540015,0.24011659826519338,0.10480280373734703,0.5273814176433215,0.008674340010414833,0.6731876976796286,0.03128092876568858,0.6325763069708242,0
