att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,__target__
0.19117314482795983,0.12826473656510162,0.8897276562891312,0.39263985346943825,0.5282273407913466,0.5724668284593676,0.42870184877351003,0.1172450320609504,0.4672456967210931,0.7750419381124025,0.4021740573292428,0.5045263024016835,0.5454190151922869,0.5645521759627388,0.43323329819683104,0.5351175482479015,0.3509026211163655,0.6097259177111182,0.4799443063749401,0.6267903262812748,0.47827460624927415,0.40758966992023166,0.5951067696168517,0.5103226113455677,0.39802389558373863,0.5596211753619371,0.5930770448572462,0.4062020301092194,0.645823892987336,0.5379566443431799,0.4244541821358739,0.33989979747758875,0.7187054944910628,0.5915012574944265,0.5713039571338034,0.6152417809254163,0.3856338908196722,0.41535059183601997,0.49475843773092587,0.31411799408162977,0.3060994595679446,0.619345758651869,0.5006511130421337,0.6011384183853039,0.6882209993558661,0.3901379682315642,0.5278568089565817,0.5523100021633117,0.4311315534803482,0.60117744405142,0.646482292891485,0.35958103165347954,0.5636892738062316,0.4976418475751523,0.6058888677356586,0.6127743912868948,0.5664883746773536,0.4855676496742872,0.5750150237608178,0.5606226639015056,0.5646144689103305,0.8366612041716054,0.2197354490975245,0.433051401214507,0
0.3543852768214308,0.08904042456092844,0.4980326537012362,0.47853492768667,0.48853316889167253,0.5781970604988621,0.27622186464070814,0.22741443949549692,0.38211163790203495,0.6746084258388301,0.3185480593334149,0.39059928670795574,0.6313343756956274,0.3542387135379831,0.46794246830232855,0.4509404278536182,0.5734203989461903,0.540556388811262,0.7727096550100975,0.6836437844108932,0.5951780527124485,0.3876899835584765,0.46957718663721715,0.5732045097344118,0.5164286847268859,0.540333220257003,0.6033293127706032,0.5338797205420449,0.4350798729289249,0.5018280724153595,0.40790661836932784,0.5278116831478133,0.4635186046886167,0.5235366947522195,0.43591864350492326,0.5712857898868788,0.3803058593202372,0.4095891199974946,0.6602719656680364,0.4442454840862491,0.49337911385761113,0.528315029412196,0.7722686032511394,0.5072739486311215,0.4168206826186136,0.45642796297109006,0.1821339757180642,0.3709509064217549,0.2662683346743202,0.5583510359064536,0.4953494009268979,0.3288785454552153,0.3357384133033102,0.30976902257057876,0.588639442044631,0.8779136499821623,0.6997837951033827,0.25685673337485454,0.7520627813336632,0.5054571280894934,0.6033705303041166,0.6184216848360922,0.56571791758473,0.5953117837758644,0
0.21158165450024008,0.2895627834607222,0.5058507951015166,0.4043226303192604,0.36687273298909007,0.5430536816146596,0.24342012675180125,0.46795513390023985,0.35962426343536086,0.8053218499268254,0.18811495538732562,0.5702000739730385,0.3900729420551064,0.6210859708955325,0.3192853997735889,0.1878395227757557,0.46313905083339046,0.4060397451182636,0.6541755167230054,0.7152946506898038,0.34652570235242663,0.698338671773595,0.47242593813326944,0.4764725004459431,0.5809165345688531,0.5382224503522893,0.6031390040024814,0.2471832025502478,0.3494732960275864,0.545031964677673,0.24349946241386833,0.502562590317348,0.6474669611813313,0.6689519251972608,0.2703696230636635,0.5137144331369784,0.7499676179293197,0.4241178830577265,0.56448837359215,0.4192348995408902,0.327431939062267,0.5990808949359684,0.4849182457988883,0.5330584775658492,0.4425023652657921,0.6925422570874016,0.36171683358560647,0.45095497265965667,0.26123159707592314,0.7381660049632152,0.6642765646886495,0.29522685559081185,0.6278479780969327,0.5239925721256782,0.4163705650410523,0.48854938184098035,0.4920007723773884,0.7427650677807419,0.4462545744935202,0.381936193362497,0.837746640300596,0.7189206992242646,0.5977741664333224,0.23990493270525848,0
0.3043027468698412,0.2770747492161222,0.6335234966785553,0.38424030015643384,0.5045261514784233,0.5655216403036513,0.13919909223523846,0.21603292902171242,0.342107509360689,0.6656330043980245,0.3810046375213306,0.5198147086451332,0.6281842604969534,0.6899852681105181,0.3729115991616868,0.39338807047141294,0.5800235138557156,0.14542076303990722,0.506531158417872,0.7214723135972272,0.4928007999041425,0.551622343579808,0.6435914694394076,0.46278000416218357,0.4344683952847848,0.6268412516936182,0.38941053190114894,0.3231259246747954,0.416554448540125,0.44404207334560236,0.3203015928331949,0.497047099141697,0.5321493401825483,0.5817753556996113,0.5343073487068906,0.2733135187790797,0.5580891420894055,0.28081839975902717,0.6365080908132904,0.364628365612242,0.6211625603399915,0.48531507370905724,0.5393506396269819,0.4526863350831982,0.4943880267531315,0.599262629245721,0.5843954016189287,0.4947014115098856,0.5962160751272058,0.5317341326834305,0.4481752751433221,0.30395178573051296,0.5894565199789292,0.39228225112890097,0.34671940364667825,0.3543554987655445,0.4664063485619643,0.30484980231688014,0.6989604452759649,0.49887643958692984,0.26648835152061057,0.38861329034782083,0.3203157998145448,0.5493190285124994,0
0.17977166806462655,0.15056099737882614,0.49917464074655205,0.4740832004975296,0.4484371917955099,0.2555687273624379,0.19847944766754785,0.3351441769590762,0.4967824640334597,0.5677175009445099,0.33664981045146025,0.3953345376423573,0.5302993043948397,0.45872726801655633,0.34577954965978325,0.5153765092497182,0.5501281530843183,0.6333912538556331,0.6378133250570497,0.6564155040845583,0.7143815693483591,0.34377098932287703,0.48061114686979833,0.5299977649789137,0.5313918460640199,0.5087973779948932,0.5525308461682005,0.5675587213029416,0.5376407235360775,0.5711353041305156,0.5316867647526597,0.5035852338952703,0.19337594904609404,0.45565465202575667,0.4109063123165699,0.3871265887229221,0.3695829496622319,0.460210768678487,0.6168923176285934,0.33034716770266076,0.3927280845976773,0.48249155301135366,0.5447728223415551,0.7190697370078067,0.7356263840870135,0.7007729952502654,0.23820789859517344,0.6379711901377411,0.3338607004903921,0.6501213821388012,0.4970788173650451,0.45191343825945457,0.5053367503735825,0.36815425374026517,0.48831809686717925,0.6819536230051146,0.3164180911794168,0.1021534950512184,0.4245072161370018,0.7387547405670635,0.5914389405907031,0.5876336348257947,0.29055953065127216,0.6754316442381759,0
0.6172628663651005,0.3778069249831746,0.453777549060593,0.5892016616333936,0.24561499603763745,0.4715653781133175,0.18122050293825095,0.3382008650165212,0.7003425734489163,0.4823096007867059,0.621403588431314,0.7428342357133013,0.8939821365858327,0.5675260466428287,0.48021990292937183,0.6868946948530935,0.41361170877834136,0.581170821559641,0.6978004061864507,0.6126920206450519,0.6052711851899127,0.4666194928588935,0.2526468417246531,0.8616940942546228,0.37301195313928237,0.8915457472557105,0.3909128113741922,0.5969429703668626,0.601318028079102,0.3590604804377638,0.33672415239745074,0.6218114854991098,0.7919095924218748,0.789426075541951,0.6427900350064966,0.1662850441991818,0.7002480705427577,0.3401773915751989,0.8088820744217151,0.11889273303450908,0.7284865186856697,0.530366810896699,0.3060090117226347,0.8128541364892924,0.5372301711832908,0.4255350626434922,0.6056300192756578,0.6955562735232259,0.3738607192672052,0.6507554485808379,0.6536070522847035,0.8224967681007865,0.5913336490226483,0.4248204187232967,0.39757085311872503,0.609362603763524,0.5699899567750133,0.2951514840048093,0.4229123692129501,0.5453352599361087,0.32353062596351834,0.4140331913780278,0.7007564919118981,0.7500579116219978,0
0.07670240035994659,0.19444285422097562,0.8359964340792387,0.35263759118748345,0.5090673856050835,0.34931501302196716,0.32232170100593444,0.3856185708262905,0.4765071088319961,0.5281162820969451,0.4035033065802403,0.5040732795814978,0.5325786505623282,0.6271987174531163,0.4191964064423318,0.5303048313848375,0.38762693414529564,0.5321773463646129,0.3727181235167289,0.660986364529619,0.5583932472907968,0.5097967617476734,0.5995074510786588,0.5702657937263969,0.5307733649365445,0.5156818570559915,0.5558097582949285,0.3780988843654371,0.6357251741009984,0.7242881275878109,0.37241423178230204,0.5062534340534948,0.38297592448574913,0.490588892455273,0.572767291518193,0.3613088815817088,0.5420217700024401,0.5948545799592009,0.5774123845042952,0.33944043481888986,0.3100538066744462,0.667865546635307,0.5138060996823786,0.47735509779572866,0.5591581511121355,0.5520365338839389,0.5267967206692166,0.7455932908053059,0.44893467347068244,0.5890786202508443,0.5890518659795503,0.4786374871762966,0.7113816078597374,0.5941645995907558,0.32801381055842566,0.28105531602908784,0.35066505029900125,0.4026206291233188,0.4731375752935402,0.505999954950284,0.685270567549798,0.4732546021370215,0.718437407875681,0.6412844471377676,0
0.1708691322060035,0.13918332032846226,0.6455211882925785,0.3729702086104079,0.40311896797763735,0.3944139129244825,0.15898562470567384,0.19702485822081214,0.394976176566273,0.6952155553235025,0.3761594257234627,0.3458543831813392,0.5183043095167171,0.48772155186681476,0.37314064449321593,0.47570228865336056,0.47116669833015895,0.4404057240025989,0.5480461900105141,0.5467495976056663,0.4669197902615133,0.3887442496305562,0.5377474715052161,0.2757070955240677,0.4140454971272694,0.5383163104443988,0.6305451963475943,0.514331604161349,0.5130066002057481,0.543633975436458,0.38620611624996104,0.3887549782282295,0.49714018507389773,0.643567804870339,0.5053533902695356,0.4844774342367603,0.31302580023781557,0.416731482595333,0.5576138352031264,0.5369963141392092,0.48053993141013207,0.5555117725221695,0.40363464973054686,0.5478243182322775,0.5094802029324473,0.7351635362146051,0.4192924476000602,0.4710434846006466,0.3719561022767808,0.560372567975373,0.41356339218825633,0.5398019419357859,0.8111996603352009,0.45948581051416076,0.4567730612439968,0.40607408293689595,0.4647485670225584,0.7173718291401869,0.6674678226849555,0.6524525854426881,0.559049126107552,0.5284301148257121,0.6251548059912639,0.5415711823057472,0
0.10293849817923963,0.08527518691150915,0.916314895233102,0.36306646485707894,0.47822134673147093,0.39077059916675033,0.5439131770383029,0.4964491251767323,0.5194254546692518,0.6377105760854778,0.3958057839387814,0.4440990798144319,0.5679005670649403,0.46357737332372695,0.43690752405983235,0.6402530094300042,0.2185803479756893,0.5689662523546816,0.4776473181572712,0.4431512899716359,0.624747751201353,0.4812633719858201,0.5921450240975313,0.6081491932566233,0.4174300981150034,0.5076940024948942,0.6324804594148756,0.5534662918528466,0.5840115898514556,0.6100378508742391,0.2405903453751639,0.4874350513858631,0.4909466861117147,0.4929056340773628,0.595327238364336,0.36807054673946366,0.585674321321406,0.7152274847384419,0.42468680701539174,0.3449216485606937,0.2795718613870664,0.49738233541000076,0.43592790318426106,0.45248290594411095,0.4724884911007763,0.5441008536089299,0.5886600348239418,0.41166843393517333,0.42708956732719594,0.6827937780996118,0.5708555091371319,0.5642688695170964,0.4804143013422447,0.5130587784353078,0.5394960793060427,0.4791443729013756,0.5968165757803269,0.5601346532894524,0.4754364962755974,0.42855228925048056,0.555675976270815,0.7062048497183396,0.3559812725955006,0.5753033711802908,0
0.18999914798344894,0.33662122260594884,0.7731538208540272,0.4468957504031347,0.47054811365002974,0.5585622644691841,0.36512254911209613,0.5030715896331202,0.41031520679369565,0.6561750953291239,0.245308745119713,0.6131253094080236,0.5326822788211854,0.6306532636422255,0.32259732320346024,0.3055125225450296,0.5689657155954407,0.41195870805238355,0.6358998248898967,0.7950260752939957,0.3955692691550734,0.7064194433296098,0.48224698368985697,0.79634653619617,0.649662035472733,0.64445395258661,0.6603192214355773,0.258686886764112,0.360395964292182,0.4350411895503907,0.3701114314627872,0.6401201263883372,0.4120351077743155,0.7311529424569372,0.6303221201570823,0.5280956746080538,0.6426450126317645,0.4086833675970506,0.6281476579805786,0.2088450068264119,0.3776558850675637,0.548276254096897,0.5952902291610603,0.5101672044631836,0.5220240279595377,0.41724105426868247,0.5228045982888224,0.43932839007159535,0.5932060320828887,0.7304031529419194,0.6596011108636454,0.3406038071443238,0.5360782863720166,0.32945309133739914,0.504308568933657,0.38244492492548676,0.3310465058484964,0.7917030399909373,0.5928217025637766,0.37250301217121345,0.45336949305343244,0.6276314267770365,0.5954026321098179,0.5105525017499023,0
