duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,__target__
0.029411764705882353,0.05056674369979091,1.0,1.0,0.8571428571428571,0.3333333333333333,0.0,0
0.6470588235294118,0.31368988665126,0.3333333333333333,0.3333333333333333,0.05357142857142857,0.0,0.0,1
0.11764705882352941,0.10157367668097282,0.3333333333333333,0.6666666666666666,0.5357142857142857,0.0,1.0,0
0.5588235294117647,0.4199405744470122,0.3333333333333333,1.0,0.4642857142857143,0.0,1.0,0
0.29411764705882354,0.25420931000330144,0.6666666666666666,1.0,0.6071428571428571,0.3333333333333333,1.0,1
0.47058823529411764,0.4844833278309673,0.3333333333333333,1.0,0.2857142857142857,0.0,1.0,0
0.29411764705882354,0.14223616154946628,0.6666666666666666,1.0,0.6071428571428571,0.0,0.0,0
0.47058823529411764,0.3685484758446132,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.0,0.0,0
0.11764705882352941,0.15456146142841423,0.3333333333333333,1.0,0.75,0.0,0.0,0
0.38235294117647056,0.27423792230659183,1.0,0.3333333333333333,0.16071428571428573,0.3333333333333333,0.0,1
0.11764705882352941,0.05749972488169913,0.6666666666666666,0.0,0.10714285714285714,0.0,0.0,1
0.6470588235294118,0.2232860129855838,0.6666666666666666,1.0,0.08928571428571429,0.0,0.0,1
0.11764705882352941,0.07246616044899307,0.0,0.0,0.05357142857142857,0.0,0.0,0
0.29411764705882354,0.05221745350500715,1.0,1.0,0.7321428571428571,0.3333333333333333,0.0,1
0.16176470588235295,0.06344228018047761,0.3333333333333333,1.0,0.16071428571428573,0.0,0.0,0
0.29411764705882354,0.056784417299438755,1.0,0.3333333333333333,0.23214285714285715,0.0,0.0,1
0.29411764705882354,0.11962143721800374,1.0,1.0,0.6071428571428571,0.3333333333333333,0.0,0
0.38235294117647056,0.43039506988004844,0.3333333333333333,0.6666666666666666,0.10714285714285714,0.6666666666666666,0.0,0
0.29411764705882354,0.678386706283702,1.0,0.3333333333333333,0.44642857142857145,0.0,0.0,1
0.29411764705882354,0.17497523935292175,0.6666666666666666,0.3333333333333333,0.21428571428571427,0.0,1.0,0
0.07352941176470588,0.10366457576758006,1.0,1.0,0.5178571428571429,0.6666666666666666,0.0,0
0.029411764705882353,0.1318917134367778,0.3333333333333333,0.6666666666666666,0.44642857142857145,0.0,1.0,0
0.08823529411764706,0.10955210740618467,0.0,0.6666666666666666,0.5178571428571429,0.3333333333333333,1.0,0
0.11764705882352941,0.08550676791020138,0.6666666666666666,1.0,0.44642857142857145,0.0,0.0,0
0.08823529411764706,0.1000880378562782,0.3333333333333333,0.0,0.125,0.3333333333333333,0.0,0
0.029411764705882353,0.061846594035435236,0.0,0.3333333333333333,0.30357142857142855,0.0,0.0,0
0.029411764705882353,0.009684164190601958,1.0,1.0,0.35714285714285715,0.0,0.0,0
0.11764705882352941,0.008748761967646087,0.6666666666666666,0.6666666666666666,0.4107142857142857,0.3333333333333333,0.0,0
0.04411764705882353,0.11912622427643887,0.6666666666666666,0.3333333333333333,0.26785714285714285,0.0,0.0,0
0.8235294117647058,0.36238582590513924,0.6666666666666666,1.0,0.7857142857142857,0.3333333333333333,0.0,1
0.20588235294117646,0.09150434686915374,0.6666666666666666,0.6666666666666666,0.30357142857142855,0.0,0.0,0
0.29411764705882354,0.20743919885550788,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.0,0.0,0
0.20588235294117646,0.3090128755364807,0.3333333333333333,0.3333333333333333,0.19642857142857142,0.3333333333333333,0.0,0
0.11764705882352941,0.055793991416309016,1.0,1.0,0.6785714285714286,0.0,0.0,0
0.11764705882352941,0.06734896005282272,1.0,0.0,0.25,0.0,0.0,0
0.6029411764705882,0.24738637614174094,1.0,0.3333333333333333,0.10714285714285714,0.3333333333333333,0.0,1
0.6470588235294118,0.32243864861890614,0.0,0.6666666666666666,0.21428571428571427,0.0,0.0,0
0.20588235294117646,0.10179377132166832,1.0,0.3333333333333333,0.32142857142857145,0.0,0.0,1
0.08823529411764706,0.0536480686695279,0.3333333333333333,0.3333333333333333,0.32142857142857145,0.0,0.0,0
0.07352941176470588,0.011444921316165951,1.0,0.6666666666666666,0.08928571428571429,0.0,0.0,0
0.38235294117647056,0.11461428414218114,1.0,0.3333333333333333,0.19642857142857142,0.0,0.0,0
0.11764705882352941,0.04996148343787829,0.6666666666666666,0.0,0.125,0.0,0.0,0
0.20588235294117646,0.32761087267525035,0.3333333333333333,1.0,0.44642857142857145,0.0,1.0,0
0.38235294117647056,0.3266754704522945,0.0,1.0,0.08928571428571429,0.3333333333333333,0.0,0
0.6470588235294118,0.324254429404644,1.0,1.0,0.6964285714285714,0.3333333333333333,0.0,1
0.10294117647058823,0.06289204357873886,1.0,1.0,0.2857142857142857,0.3333333333333333,0.0,0
0.47058823529411764,0.1127434796962694,1.0,1.0,0.35714285714285715,0.0,0.0,0
0.029411764705882353,0.06063607351160999,0.0,0.3333333333333333,0.07142857142857142,0.0,0.0,0
0.10294117647058823,0.38395510069329813,0.0,1.0,0.35714285714285715,0.3333333333333333,0.0,0
0.11764705882352941,0.10030813249697369,1.0,0.3333333333333333,0.16071428571428573,0.0,0.0,0
0.29411764705882354,0.11461428414218114,1.0,0.3333333333333333,0.17857142857142858,0.0,0.0,0
0.3382352941176471,0.31446021789369427,0.0,0.3333333333333333,0.19642857142857142,0.3333333333333333,0.0,0
0.11764705882352941,0.055683944095961266,0.6666666666666666,0.3333333333333333,0.10714285714285714,0.0,0.0,0
0.20588235294117646,0.17211400902388027,0.3333333333333333,0.0,0.21428571428571427,0.0,0.0,0
0.47058823529411764,0.10867172884340266,1.0,1.0,0.6785714285714286,0.3333333333333333,0.0,1
0.029411764705882353,0.029327610872675252,0.0,0.3333333333333333,0.125,0.0,1.0,0
0.11764705882352941,0.3421371189611533,0.3333333333333333,0.0,0.5892857142857143,0.0,0.0,1
0.47058823529411764,0.5126004181798173,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.0,0
0.20588235294117646,0.09414548255749973,0.6666666666666666,0.3333333333333333,0.07142857142857142,0.0,0.0,0
0.47058823529411764,0.3289864641795972,1.0,1.0,0.07142857142857142,0.3333333333333333,0.0,1
0.07352941176470588,0.0627819962583911,0.3333333333333333,0.0,0.14285714285714285,0.0,0.0,0
0.16176470588235295,0.07081545064377683,1.0,1.0,0.5535714285714286,0.3333333333333333,0.0,0
